FILE,LABEL,VALUE
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_srt_LitigationCaseTypeDomain_A795618B967E78F390B4133F00ED027C
label,to,lab_srt_LitigationCaseTypeDomain_A795618B967E78F390B4133F00ED027C
label,type,arc
label,item_type,label_label
label,id,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF_terseLabel_en-US
label,label,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF_label_en-US
label,label,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF_documentation_en-US
label,label,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,fb-20190930.xsd#fb_AlteraCorpVCommissionerMember
label,label,loc_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,to,lab_fb_AlteraCorpVCommissionerMember_18448658E9EF8EDB421E133F00EDE9AF
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD_terseLabel_en-US
label,label,lab_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD_label_en-US
label,label,lab_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxAuthorityNameAxis
label,label,loc_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD
label,to,lab_us-gaap_IncomeTaxAuthorityNameAxis_5C90C5B75881A06768D8133F00EDC4FD
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2_terseLabel_en-US
label,label,lab_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2_label_en-US
label,label,lab_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxAuthorityNameDomain
label,label,loc_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2
label,to,lab_us-gaap_IncomeTaxAuthorityNameDomain_E20ABF316D05E0488947133F00EECBB2
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7_terseLabel_en-US
label,label,lab_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7_label_en-US
label,label,lab_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_InternalRevenueServiceIRSMember
label,label,loc_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7
label,to,lab_us-gaap_InternalRevenueServiceIRSMember_4F529DC3469CF4E7A3F2133F00EE3AB7
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D_terseLabel_en-US
label,label,lab_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D_label_en-US
label,label,lab_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TaxPeriodAxis
label,label,loc_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D
label,to,lab_us-gaap_TaxPeriodAxis_D2D62D6BD3FF5A91D3A9133F00EE058D
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA_terseLabel_en-US
label,label,lab_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA_label_en-US
label,label,lab_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TaxPeriodDomain
label,label,loc_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA
label,to,lab_us-gaap_TaxPeriodDomain_1D385EEC413FAB130E09133F00EE97BA
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7_terseLabel_en-US
label,label,lab_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7_label_en-US
label,label,lab_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TaxYear2010Member
label,label,loc_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7
label,to,lab_us-gaap_TaxYear2010Member_449B5524744B3D060174133F00EF51C7
label,type,arc
label,item_type,label_label
label,id,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933_terseLabel_en-US
label,label,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933_label_en-US
label,label,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933_documentation_en-US
label,label,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,fb-20190930.xsd#fb_TaxYears2011Through2013Member
label,label,loc_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,to,lab_fb_TaxYears2011Through2013Member_381D843BBC1B5D2B623E133F00EFF933
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32_terseLabel_en-US
label,label,lab_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32_label_en-US
label,label,lab_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxContingencyLineItems
label,label,loc_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
label,to,lab_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A_terseLabel_en-US
label,label,lab_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A_label_en-US
label,label,lab_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate
label,label,loc_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A
label,to,lab_us-gaap_EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_04C6DCA1FABD747808F4133F00EF794A
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB_terseLabel_en-US
label,label,lab_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB_label_en-US
label,label,lab_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_LossContingencyAccrualAtCarryingValue
label,label,loc_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB
label,to,lab_us-gaap_LossContingencyAccrualAtCarryingValue_52B238242A1E1FAE5C03133F00EFCCBB
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7_terseLabel_en-US
label,label,lab_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7_label_en-US
label,label,lab_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_UnrecognizedTaxBenefits
label,label,loc_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7
label,to,lab_us-gaap_UnrecognizedTaxBenefits_8930F481D82CF47C24A6133F00F053C7
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8_terseLabel_en-US
label,label,lab_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8_label_en-US
label,label,lab_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate
label,label,loc_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8
label,to,lab_us-gaap_UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate_2B80A24C4CA343F23FCC133F00F0E0F8
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC_terseLabel_en-US
label,label,lab_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC_label_en-US
label,label,lab_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued
label,label,loc_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC
label,to,lab_us-gaap_IncomeTaxExaminationPenaltiesAndInterestAccrued_AEEAC0F73C59155AF1B1133F00F009DC
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117_verboseLabel_en-US
label,label,lab_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117
label,role,http://www.xbrl.org/2003/role/verboseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117_label_en-US
label,label,lab_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxExpenseBenefit
label,label,loc_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117
label,to,lab_us-gaap_IncomeTaxExpenseBenefit_27D371802CB4C3686072133F00F02117
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A_terseLabel_en-US
label,label,lab_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A_label_en-US
label,label,lab_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss
label,label,loc_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A
label,to,lab_us-gaap_IncomeTaxExaminationEstimateOfPossibleLoss_5541F1234DB8E4785D76133F00F0F24A
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_EquityAbstract_1BD2A9C62E1496A1AD68CB476F03A88A_label_en-US
label,label,lab_us-gaap_EquityAbstract_1BD2A9C62E1496A1AD68CB476F03A88A
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_EquityAbstract
label,label,loc_us-gaap_EquityAbstract_1BD2A9C62E1496A1AD68CB476F03A88A
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_EquityAbstract_1BD2A9C62E1496A1AD68CB476F03A88A
label,to,lab_us-gaap_EquityAbstract_1BD2A9C62E1496A1AD68CB476F03A88A
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3_terseLabel_en-US
label,label,lab_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3_label_en-US
label,label,lab_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable
label,label,loc_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3
label,to,lab_us-gaap_ScheduleOfShareBasedCompensationArrangementsByShareBasedPaymentAwardTable_8F06945472BF80661D42CB476F032AB3
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D_terseLabel_en-US
label,label,lab_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D_label_en-US
label,label,lab_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_AwardTypeAxis
label,label,loc_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D
label,to,lab_us-gaap_AwardTypeAxis_C88F144F605E30FE71A4CB476F04FF9D
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0_terseLabel_en-US
label,label,lab_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0_label_en-US
label,label,lab_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain
label,label,loc_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0
label,to,lab_us-gaap_ShareBasedCompensationArrangementsByShareBasedPaymentAwardAwardTypeAndPlanNameDomain_8117BE8D0B31828E8F7FCB476F0455C0
label,type,arc
label,item_type,label_label
label,id,lab_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3_terseLabel_en-US
label,label,lab_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3_label_en-US
label,label,lab_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_RestrictedStockUnitsRSUMember
label,label,loc_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3
label,type,locator
label,item_type,label_labelArc
label,order,1
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3
label,to,lab_us-gaap_RestrictedStockUnitsRSUMember_78B83BD581CDD6BD6C1FCB476F0494F3
label,type,arc
label,item_type,label_label
